Num1,Num2,Num3,Num4,Num5,Score
5,12,26,29,38,122
5,12,26,35,38,122
5,12,27,30,36,122
5,12,27,32,36,122
5,12,29,30,39,122
5,12,29,32,39,122
5,12,29,35,40,122
5,12,30,35,39,122
5,12,32,35,39,122
5,14,18,29,38,122
5,14,18,35,38,122
5,14,21,29,38,122
5,14,21,35,38,122
5,14,27,29,38,122
5,14,27,35,38,122
5,14,29,38,40,122
5,14,30,38,39,122
5,14,32,38,39,122
5,14,35,38,40,122
5,18,19,30,38,122
5,18,19,32,38,122
5,18,29,35,38,122
5,19,21,30,38,122
5,19,21,32,38,122
5,19,27,30,38,122
5,19,27,32,38,122
5,19,30,38,40,122
5,19,32,38,40,122
5,21,22,30,38,122
5,21,22,32,38,122
5,21,30,36,38,122
5,21,32,36,38,122
5,22,27,30,38,122
5,22,27,32,38,122
5,27,30,36,38,122
5,27,32,36,38,122
8,9,11,30,38,122
8,9,11,32,38,122
8,9,12,38,39,122
8,11,12,14,35,122
8,11,12,19,30,122
8,11,12,19,32,122
8,11,12,29,35,122
8,11,14,29,38,122
8,11,14,35,38,122
8,11,19,30,38,122
8,11,19,32,38,122
8,11,29,35,38,122
8,12,19,38,39,122
8,12,21,29,30,122
8,12,21,29,32,122
8,12,21,30,35,122
8,12,21,32,35,122
8,12,27,29,30,122
8,12,27,29,32,122
8,12,27,30,35,122
8,12,27,32,35,122
8,21,29,30,38,122
8,21,29,32,38,122
8,21,30,35,38,122
8,21,32,35,38,122
8,27,29,30,38,122
8,27,29,32,38,122
8,27,30,35,38,122
8,27,32,35,38,122
9,10,12,14,35,122
9,10,12,19,30,122
9,10,12,19,32,122
9,10,12,29,35,122
9,10,14,29,38,122
9,10,14,35,38,122
9,10,19,30,38,122
9,10,19,32,38,122
9,10,29,35,38,122
9,11,12,14,39,122
9,11,12,18,36,122
9,11,12,19,40,122
9,11,12,21,36,122
9,11,12,22,27,122
9,11,12,22,40,122
9,11,12,27,36,122
9,11,12,36,40,122
9,11,14,38,39,122
9,11,18,19,38,122
9,11,18,22,38,122
9,11,18,30,32,122
9,11,18,36,38,122
9,11,19,38,40,122
9,11,21,22,38,122
9,11,21,30,32,122
9,11,21,36,38,122
9,11,22,27,38,122
9,11,22,38,40,122
9,11,27,30,32,122
9,11,27,36,38,122
9,11,30,32,40,122
9,11,36,38,40,122
9,12,14,18,27,122
9,12,14,19,29,122
9,12,14,19,35,122
9,12,14,21,27,122
9,12,14,21,40,122
9,12,14,22,29,122
9,12,14,22,35,122
9,12,14,27,40,122
9,12,14,29,36,122
9,12,14,35,36,122
9,12,16,19,38,122
9,12,18,21,29,122
9,12,18,21,35,122
9,12,18,27,29,122
9,12,18,27,35,122
9,12,18,29,40,122
9,12,18,30,39,122
9,12,18,32,39,122
9,12,18,35,40,122
9,12,19,22,30,122
9,12,19,22,32,122
9,12,19,30,36,122
9,12,19,32,36,122
9,12,20,21,38,122
9,12,20,27,38,122
9,12,21,26,38,122
9,12,21,29,40,122
9,12,21,30,39,122
9,12,21,32,39,122
9,12,21,35,40,122
9,12,22,29,35,122
9,12,26,27,38,122
9,12,27,29,40,122
9,12,27,30,39,122
9,12,27,32,39,122
9,12,27,35,40,122
9,12,29,35,36,122
9,12,30,39,40,122
9,12,32,39,40,122
9,14,18,21,38,122
9,14,18,27,38,122
9,14,19,29,38,122
9,14,19,35,38,122
9,14,21,27,38,122
9,14,21,38,40,122
9,14,22,29,38,122
9,14,22,35,38,122
9,14,27,38,40,122
9,14,29,30,32,122
9,14,29,36,38,122
9,14,30,32,35,122
9,14,35,36,38,122
9,18,21,29,38,122
9,18,21,35,38,122
9,18,27,29,38,122
9,18,27,35,38,122
9,18,29,38,40,122
9,18,30,38,39,122
9,18,32,38,39,122
9,18,35,38,40,122
9,19,22,30,38,122
9,19,22,32,38,122
9,19,30,36,38,122
9,19,32,36,38,122
9,21,29,38,40,122
9,21,30,38,39,122
9,21,32,38,39,122
9,22,29,35,38,122
9,29,30,32,35,122
10,11,14,38,39,122
10,11,18,19,38,122
10,11,19,21,38,122
10,11,19,27,38,122
10,11,19,38,40,122
10,11,21,22,38,122
10,11,21,30,32,122
10,11,21,36,38,122
10,11,22,27,38,122
10,11,27,30,32,122
10,11,27,36,38,122
10,11,29,38,39,122
10,11,35,38,39,122
10,12,14,19,29,122
10,12,14,19,35,122
10,12,14,21,27,122
10,12,18,21,29,122
10,12,18,21,35,122
10,12,18,27,29,122
10,12,18,27,35,122
10,12,19,29,35,122
10,12,21,27,29,122
10,12,21,27,35,122
10,12,21,29,40,122
10,12,21,30,39,122
10,12,21,32,39,122
10,12,21,35,40,122
10,12,22,29,35,122
10,12,27,29,40,122
10,12,27,30,39,122
10,12,27,32,39,122
10,12,27,35,40,122
10,12,29,35,36,122
10,14,19,29,38,122
10,14,19,35,38,122
10,14,21,27,38,122
10,18,21,29,38,122
10,18,21,35,38,122
10,18,27,29,38,122
10,18,27,35,38,122
10,19,29,35,38,122
10,21,27,29,38,122
10,21,27,35,38,122
10,21,29,38,40,122
10,21,30,38,39,122
10,21,32,38,39,122
10,22,29,35,38,122
10,29,30,32,35,122
11,12,14,19,39,122
11,12,14,22,39,122
11,12,14,36,39,122
11,12,16,21,30,122
11,12,16,21,32,122
11,12,16,27,30,122
11,12,16,27,32,122
11,12,18,19,22,122
11,12,18,19,36,122
11,12,18,21,39,122
11,12,18,27,39,122
11,12,18,39,40,122
11,12,19,21,22,122
11,12,19,21,36,122
11,12,19,22,27,122
11,12,19,22,40,122
11,12,19,27,36,122
11,12,19,36,40,122
11,12,20,29,30,122
11,12,20,29,32,122
11,12,20,30,35,122
11,12,20,32,35,122
11,12,21,22,36,122
11,12,21,39,40,122
11,12,22,27,36,122
11,12,22,29,39,122
11,12,22,35,39,122
11,12,26,29,30,122
11,12,26,29,32,122
11,12,26,30,35,122
11,12,26,32,35,122
11,12,27,39,40,122
11,12,29,36,39,122
11,12,35,36,39,122
11,14,18,29,30,122
11,14,18,29,32,122
11,14,18,30,35,122
11,14,18,32,35,122
11,14,19,38,39,122
11,14,21,29,30,122
11,14,21,29,32,122
11,14,21,30,35,122
11,14,21,32,35,122
11,14,22,38,39,122
11,14,27,29,30,122
11,14,27,29,32,122
11,14,27,30,35,122
11,14,27,32,35,122
11,14,29,30,40,122
11,14,29,32,40,122
11,14,30,32,39,122
11,14,30,35,40,122
11,14,32,35,40,122
11,14,36,38,39,122
11,16,21,30,38,122
11,16,21,32,38,122
11,16,27,30,38,122
11,16,27,32,38,122
11,18,19,22,38,122
11,18,19,30,32,122
11,18,19,36,38,122
11,18,21,38,39,122
11,18,27,38,39,122
11,18,29,30,35,122
11,18,29,32,35,122
11,19,21,22,38,122
11,19,21,30,32,122
11,19,21,36,38,122
11,19,22,27,38,122
11,19,22,38,40,122
11,19,27,30,32,122
11,19,27,36,38,122
11,19,30,32,40,122
11,20,29,30,38,122
11,20,29,32,38,122
11,20,30,35,38,122
11,20,32,35,38,122
11,21,22,30,32,122
11,21,22,36,38,122
11,21,30,32,36,122
11,22,27,30,32,122
11,22,27,36,38,122
11,22,29,38,39,122
11,26,29,30,38,122
11,26,29,32,38,122
11,26,30,35,38,122
11,27,30,32,36,122
12,14,18,19,21,122
12,14,18,19,27,122
12,14,18,29,39,122
12,14,18,35,39,122
12,14,19,21,27,122
12,14,19,21,40,122
12,14,19,22,29,122
12,14,19,22,35,122
12,14,19,27,40,122
12,14,19,29,36,122
12,14,19,35,36,122
12,14,21,22,27,122
12,14,21,27,36,122
12,14,21,29,39,122
12,14,21,35,39,122
12,14,27,29,39,122
12,14,27,35,39,122
12,14,29,39,40,122
12,14,35,39,40,122
12,16,21,38,39,122
12,16,27,38,39,122
12,16,29,30,35,122
12,16,29,32,35,122
12,18,19,21,29,122
12,18,19,21,35,122
12,18,19,27,29,122
12,18,19,27,35,122
12,18,19,29,40,122
12,18,19,30,39,122
12,18,19,32,39,122
12,18,19,35,40,122
12,18,21,22,29,122
12,18,21,22,35,122
12,18,21,27,40,122
12,18,21,29,36,122
12,18,21,35,36,122
12,18,22,27,29,122
12,18,22,27,35,122
12,18,27,29,36,122
12,18,27,35,36,122
12,18,29,35,39,122
12,19,20,27,38,122
12,19,21,26,38,122
12,19,21,29,40,122
12,19,21,30,39,122
12,19,21,32,39,122
12,19,21,35,40,122
12,19,22,29,35,122
12,19,26,27,38,122
12,19,27,29,40,122
12,19,27,30,39,122
12,19,27,32,39,122
12,19,27,35,40,122
12,19,29,35,36,122
12,19,30,39,40,122
12,20,29,38,39,122
12,21,22,27,29,122
12,21,22,27,35,122
12,21,22,29,40,122
12,21,22,30,39,122
12,21,22,32,39,122
12,21,22,35,40,122
12,21,27,29,36,122
12,21,27,35,36,122
12,21,29,36,40,122
12,21,30,36,39,122
12,21,32,36,39,122
12,22,27,29,40,122
12,22,27,30,39,122
12,22,27,32,39,122
12,22,27,35,40,122
12,22,29,35,36,122
14,18,19,21,38,122
14,18,19,27,38,122
14,18,29,38,39,122
14,19,21,27,38,122
14,19,21,38,40,122
14,19,22,29,38,122
14,19,22,35,38,122
14,19,27,38,40,122
14,19,29,30,32,122
14,19,29,36,38,122
14,19,30,32,35,122
14,21,22,27,38,122
14,21,27,30,32,122
14,21,27,36,38,122
18,19,21,29,38,122
18,19,21,35,38,122
18,19,27,29,38,122
18,19,27,35,38,122
18,21,22,29,38,122
18,21,22,35,38,122
18,21,29,30,32,122
18,21,30,32,35,122
18,22,27,29,38,122
18,22,27,35,38,122
18,27,29,30,32,122
21,22,27,29,38,122
21,27,29,30,32,122
3,4,9,36,38,121
3,4,11,30,40,121
3,4,11,32,40,121
3,4,12,27,39,121
3,4,12,39,40,121
3,4,14,29,30,121
3,4,14,29,32,121
3,4,14,30,35,121
3,4,14,32,35,121
3,4,18,38,39,121
3,4,19,22,38,121
3,4,19,30,32,121
3,4,19,36,38,121
3,4,21,38,39,121
3,4,27,38,39,121
3,4,29,30,35,121
3,4,29,32,35,121
3,5,8,30,38,121
3,5,8,32,38,121
3,5,9,38,40,121
3,5,10,27,38,121
3,5,10,38,40,121
3,5,12,22,40,121
3,5,12,27,36,121
3,5,12,36,40,121
3,5,14,38,39,121
3,5,18,19,38,121
3,5,18,22,38,121
3,5,18,30,32,121
3,5,18,36,38,121
3,5,19,38,40,121
3,5,21,22,38,121
3,5,21,30,32,121
3,5,21,36,38,121
3,5,22,27,38,121
3,5,22,38,40,121
3,5,27,30,32,121
3,5,27,36,38,121
3,5,30,32,40,121
3,5,36,38,40,121
3,8,11,22,38,121
3,8,11,30,32,121
3,8,11,36,38,121
3,8,12,27,35,121
3,8,12,29,40,121
3,8,12,30,39,121
3,8,12,32,39,121
3,8,12,35,40,121
3,8,14,21,38,121
3,8,14,27,38,121
3,8,18,29,38,121
3,8,18,35,38,121
3,8,21,29,38,121
3,8,21,35,38,121
3,8,27,29,38,121
3,8,27,35,38,121
3,8,29,38,40,121
3,8,30,38,39,121
3,8,32,38,39,121
3,8,35,38,40,121
3,9,10,22,38,121
3,9,10,30,32,121
3,9,10,36,38,121
3,9,11,30,40,121
3,9,11,32,40,121
3,9,12,18,39,121
3,9,12,22,36,121
3,9,12,39,40,121
3,9,14,29,30,121
3,9,14,29,32,121
3,9,14,30,35,121
3,9,14,32,35,121
3,9,16,30,38,121
3,9,16,32,38,121
3,9,18,38,39,121
3,9,19,22,38,121
3,9,19,30,32,121
3,9,19,36,38,121
3,9,22,30,32,121
3,9,22,36,38,121
3,9,30,32,36,121
3,10,11,27,30,121
3,10,11,27,32,121
3,10,11,30,40,121
3,10,11,32,40,121
3,10,12,18,39,121
3,10,12,19,36,121
3,10,12,21,39,121
3,10,12,27,39,121
3,10,12,39,40,121
3,10,14,29,30,121
3,10,14,29,32,121
3,10,14,30,35,121
3,10,14,32,35,121
3,10,18,38,39,121
3,10,19,22,38,121
3,10,19,30,32,121
3,10,19,36,38,121
3,10,21,38,39,121
3,10,27,38,39,121
3,10,29,30,35,121
3,10,29,32,35,121
3,11,12,16,40,121
3,11,12,20,35,121
3,11,12,26,29,121
3,11,12,26,35,121
3,11,14,18,35,121
3,11,14,20,38,121
3,11,14,26,38,121
3,11,14,29,40,121
3,11,14,30,39,121
3,11,14,32,39,121
3,11,14,35,40,121
3,11,16,18,38,121
3,11,16,21,38,121
3,11,16,27,38,121
3,11,16,38,40,121
3,11,18,19,30,121
3,11,18,19,32,121
3,11,18,22,30,121
3,11,18,22,32,121
3,11,18,30,36,121
3,11,18,32,36,121
3,11,19,30,40,121
3,11,19,32,40,121
3,11,20,29,38,121
3,11,20,35,38,121
3,11,21,22,30,121
3,11,21,22,32,121
3,11,21,30,36,121
3,11,21,32,36,121
3,11,22,27,30,121
3,11,22,27,32,121
3,11,22,30,40,121
3,11,22,32,40,121
3,11,26,29,38,121
3,11,26,35,38,121
3,11,27,30,36,121
3,11,27,32,36,121
3,11,30,36,40,121
3,11,32,36,40,121
3,12,14,16,35,121
3,12,16,19,30,121
3,12,16,19,32,121
3,12,16,29,35,121
3,12,18,19,39,121
3,12,18,22,39,121
3,12,18,36,39,121
3,12,19,22,36,121
3,12,19,39,40,121
3,12,20,21,30,121
3,12,20,21,32,121
3,12,20,27,30,121
3,12,20,27,32,121
3,12,21,22,39,121
3,12,21,26,30,121
3,12,21,26,32,121
3,12,21,36,39,121
3,12,22,27,39,121
3,12,22,39,40,121
3,12,26,27,30,121
3,12,26,27,32,121
3,12,27,36,39,121
3,12,36,39,40,121
3,14,16,29,38,121
3,14,16,35,38,121
3,14,18,21,30,121
3,14,18,21,32,121
3,14,18,27,30,121
3,14,18,27,32,121
3,14,19,29,30,121
3,14,19,29,32,121
3,14,19,30,35,121
3,14,19,32,35,121
3,14,21,27,30,121
3,14,21,27,32,121
3,14,21,30,40,121
3,14,21,32,40,121
3,14,22,29,30,121
3,14,22,29,32,121
3,14,22,30,35,121
3,14,22,32,35,121
3,14,27,30,40,121
3,14,27,32,40,121
3,14,29,30,36,121
3,14,29,32,36,121
3,14,30,35,36,121
3,14,32,35,36,121
3,16,19,30,38,121
3,16,19,32,38,121
3,16,29,35,38,121
3,18,19,38,39,121
3,18,21,29,30,121
3,18,21,29,32,121
3,18,21,30,35,121
3,18,21,32,35,121
3,18,22,38,39,121
3,18,27,29,30,121
3,18,27,29,32,121
3,18,27,30,35,121
3,18,27,32,35,121
3,18,29,30,40,121
3,18,29,32,40,121
3,18,30,32,39,121
3,18,30,35,40,121
3,18,32,35,40,121
3,18,36,38,39,121
3,19,22,30,32,121
3,19,22,36,38,121
3,19,30,32,36,121
3,20,21,30,38,121
3,20,21,32,38,121
3,20,27,30,38,121
3,20,27,32,38,121
3,21,22,38,39,121
3,21,26,30,38,121
3,21,26,32,38,121
3,21,29,30,40,121
3,21,29,32,40,121
3,21,30,32,39,121
3,21,30,35,40,121
3,21,32,35,40,121
3,21,36,38,39,121
3,22,27,38,39,121
3,22,29,30,35,121
3,22,29,32,35,121
3,26,27,30,38,121
3,26,27,32,38,121
3,27,29,30,40,121
3,27,29,32,40,121
3,27,30,32,39,121
3,27,30,35,40,121
3,27,32,35,40,121
3,29,30,35,36,121
3,29,32,35,36,121
4,5,9,30,38,121
4,5,9,32,38,121
4,5,11,27,38,121
4,5,11,38,40,121
4,5,12,29,35,121
4,5,14,29,38,121
4,5,14,35,38,121
4,5,19,30,38,121
4,5,19,32,38,121
4,5,29,35,38,121
4,9,11,19,38,121
4,9,11,22,38,121
4,9,11,30,32,121
4,9,11,36,38,121
4,9,12,21,35,121
4,9,12,27,29,121
4,9,12,27,35,121
4,9,12,29,40,121
4,9,12,30,39,121
4,9,12,32,39,121
4,9,12,35,40,121
4,9,14,21,38,121
4,9,14,27,38,121
4,9,18,29,38,121
4,9,18,35,38,121
4,9,21,29,38,121
4,9,21,35,38,121
4,9,27,29,38,121
4,9,27,35,38,121
4,9,29,38,40,121
4,9,30,38,39,121
4,9,32,38,39,121
4,9,35,38,40,121
4,10,11,19,38,121
4,10,12,21,35,121
4,10,12,27,29,121
4,10,12,27,35,121
4,10,21,29,38,121
4,10,21,35,38,121
4,10,27,29,38,121
4,10,27,35,38,121
4,11,12,18,39,121
4,11,12,19,36,121
4,11,12,21,39,121
4,11,12,27,39,121
4,11,12,39,40,121
4,11,14,29,30,121
4,11,14,29,32,121
4,11,14,30,35,121
4,11,14,32,35,121
4,11,18,38,39,121
4,11,19,22,38,121
4,11,19,30,32,121
4,11,19,36,38,121
4,11,21,38,39,121
4,11,27,38,39,121
4,11,29,30,35,121
4,11,29,32,35,121
4,12,14,29,39,121
4,12,14,35,39,121
4,12,18,19,29,121
4,12,18,19,35,121
4,12,18,21,27,121
4,12,19,21,29,121
4,12,19,21,35,121
4,12,19,27,29,121
4,12,19,27,35,121
4,12,19,29,40,121
4,12,19,30,39,121
4,12,19,32,39,121
4,12,19,35,40,121
4,12,21,22,29,121
4,12,21,22,35,121
4,12,21,27,40,121
4,12,21,29,36,121
4,12,21,35,36,121
4,12,22,27,29,121
4,12,22,27,35,121
4,12,27,29,36,121
4,12,27,35,36,121
4,12,29,35,39,121
4,14,19,21,38,121
4,14,19,27,38,121
4,14,29,38,39,121
4,14,35,38,39,121
4,18,19,29,38,121
4,18,19,35,38,121
4,18,21,27,38,121
4,19,21,29,38,121
4,19,21,35,38,121
4,19,27,29,38,121
4,19,27,35,38,121
4,19,29,38,40,121
4,19,30,38,39,121
4,19,32,38,39,121
4,19,35,38,40,121
4,21,22,29,38,121
4,21,22,35,38,121
4,21,27,38,40,121
4,21,29,30,32,121
4,21,29,36,38,121
4,21,30,32,35,121
4,21,35,36,38,121
4,22,27,29,38,121
4,22,27,35,38,121
4,27,29,30,32,121
4,27,29,36,38,121
4,27,30,32,35,121
4,27,35,36,38,121
5,8,11,30,38,121
5,8,11,32,38,121
5,8,12,38,39,121
5,9,10,30,38,121
5,9,10,32,38,121
5,9,11,18,38,121
5,9,11,38,40,121
5,9,12,16,38,121
5,9,12,22,32,121
5,9,12,30,36,121
5,9,12,32,36,121
5,9,14,29,38,121
5,9,14,35,38,121
5,9,19,30,38,121
5,9,19,32,38,121
5,9,22,30,38,121
5,9,22,32,38,121
5,9,30,36,38,121
5,9,32,36,38,121
5,10,11,18,38,121
5,10,11,21,38,121
5,10,11,27,38,121
5,10,11,38,40,121
5,10,12,29,35,121
5,10,14,29,38,121
5,10,14,35,38,121
5,10,19,30,38,121
5,10,19,32,38,121
5,10,29,35,38,121
5,11,12,14,39,121
5,11,12,18,36,121
5,11,12,19,40,121
5,11,12,21,36,121
5,11,12,22,40,121
5,11,12,27,36,121
5,11,12,36,40,121
5,11,14,38,39,121
5,11,18,19,38,121
5,11,18,22,38,121
5,11,18,30,32,121
5,11,18,36,38,121
5,11,19,38,40,121
5,11,21,22,38,121
5,11,21,30,32,121
5,11,21,36,38,121
5,11,22,27,38,121
5,11,22,38,40,121
5,11,27,30,32,121
5,11,27,36,38,121
5,11,30,32,40,121
5,11,36,38,40,121
5,12,14,19,35,121
5,12,14,21,40,121
5,12,14,22,29,121
5,12,14,22,35,121
5,12,14,27,40,121
5,12,14,29,36,121
5,12,14,35,36,121
5,12,16,19,38,121
5,12,18,21,29,121
5,12,18,21,35,121
5,12,18,27,29,121
5,12,18,27,35,121
5,12,18,29,40,121
5,12,18,30,39,121
5,12,18,32,39,121
5,12,18,35,40,121
5,12,19,22,30,121
5,12,19,22,32,121
5,12,19,30,36,121
5,12,19,32,36,121
5,12,20,21,38,121
5,12,20,27,38,121
5,12,21,26,38,121
5,12,21,29,40,121
5,12,21,30,39,121
5,12,21,32,39,121
5,12,21,35,40,121
5,12,22,29,35,121
5,12,26,27,38,121
5,12,27,29,40,121
5,12,27,30,39,121
5,12,27,32,39,121
5,12,27,35,40,121
5,12,29,35,36,121
5,12,30,39,40,121
5,12,32,39,40,121
5,14,18,21,38,121
5,14,18,27,38,121
5,14,19,29,38,121
5,14,19,35,38,121
5,14,21,27,38,121
5,14,21,38,40,121
5,14,22,29,38,121
5,14,22,35,38,121
5,14,27,38,40,121
5,14,29,30,32,121
5,14,29,36,38,121
5,14,30,32,35,121
5,14,35,36,38,121
5,18,21,29,38,121
5,18,21,35,38,121
5,18,27,29,38,121
5,18,27,35,38,121
5,18,29,38,40,121
5,18,30,38,39,121
5,18,32,38,39,121
5,18,35,38,40,121
5,19,22,30,38,121
5,19,22,32,38,121
5,19,30,36,38,121
5,19,32,36,38,121
5,21,29,38,40,121
5,21,30,38,39,121
5,21,32,38,39,121
5,21,35,38,40,121
5,22,29,35,38,121
5,27,29,38,40,121
5,27,30,38,39,121
5,29,30,32,35,121
8,9,12,29,30,121
8,9,12,29,32,121
8,9,12,30,35,121
8,9,12,32,35,121
8,9,29,30,38,121
8,9,29,32,38,121
8,9,30,35,38,121
8,9,32,35,38,121
8,11,12,18,35,121
8,11,12,21,29,121
8,11,12,21,35,121
8,11,12,27,29,121
8,11,12,27,35,121
8,11,12,29,40,121
8,11,12,30,39,121
8,11,12,32,39,121
8,11,12,35,40,121
8,11,14,21,38,121
8,11,14,27,38,121
8,11,18,29,38,121
8,11,18,35,38,121
8,11,21,29,38,121
8,11,21,35,38,121
8,11,27,29,38,121
8,11,27,35,38,121
8,11,29,38,40,121
8,11,30,38,39,121
8,11,32,38,39,121
8,11,35,38,40,121
8,12,14,29,35,121
8,12,19,29,30,121
8,12,19,29,32,121
8,12,19,30,35,121
8,12,19,32,35,121
8,12,21,27,30,121
8,12,21,27,32,121
8,14,29,35,38,121
8,19,29,30,38,121
8,19,29,32,38,121
8,19,30,35,38,121
8,19,32,35,38,121
8,21,27,30,38,121
8,21,27,32,38,121
9,10,12,18,35,121
9,10,12,21,29,121
9,10,12,21,35,121
9,10,12,27,29,121
9,10,12,27,35,121
9,10,12,29,40,121
9,10,12,30,39,121
9,10,12,32,39,121
9,10,12,35,40,121
9,10,14,21,38,121
9,10,14,27,38,121
9,10,18,29,38,121
9,10,18,35,38,121
9,10,21,29,38,121
9,10,21,35,38,121
9,10,27,29,38,121
9,10,27,35,38,121
9,10,29,38,40,121
9,10,30,38,39,121
9,10,32,38,39,121
9,10,35,38,40,121
9,11,12,16,32,121
9,11,12,18,39,121
9,11,12,19,36,121
9,11,12,22,36,121
9,11,12,39,40,121
9,11,14,29,30,121
9,11,14,29,32,121
9,11,14,30,35,121
9,11,14,32,35,121
9,11,16,30,38,121
9,11,16,32,38,121
9,11,18,38,39,121
9,11,19,22,38,121
9,11,19,30,32,121
9,11,19,36,38,121
9,11,22,30,32,121
9,11,22,36,38,121
9,11,30,32,36,121
9,12,14,19,27,121
9,12,14,19,40,121
9,12,14,21,36,121
9,12,14,22,27,121
9,12,14,27,36,121
9,12,14,29,39,121
9,12,14,35,39,121
9,12,16,38,39,121
9,12,18,19,29,121
9,12,18,19,35,121
9,12,18,21,27,121
9,12,18,21,40,121
9,12,18,22,29,121
9,12,18,22,35,121
9,12,18,27,40,121
9,12,18,29,36,121
9,12,18,35,36,121
9,12,19,20,38,121
9,12,19,26,38,121
9,12,19,29,40,121
9,12,19,30,39,121
9,12,19,32,39,121
9,12,19,35,40,121
9,12,21,22,29,121
9,12,21,22,35,121
9,12,21,27,40,121
9,12,21,29,36,121
9,12,21,35,36,121
9,12,22,27,29,121
9,12,22,27,35,121
9,12,22,29,40,121
9,12,22,30,39,121
9,12,22,32,39,121
9,12,22,35,40,121
9,12,27,29,36,121
9,12,27,35,36,121
9,12,29,36,40,121
9,12,30,36,39,121
9,12,32,36,39,121
9,12,35,36,40,121
9,14,18,19,38,121
9,14,19,21,38,121
9,14,19,27,38,121
9,14,19,38,40,121
9,14,21,22,38,121
9,14,21,30,32,121
9,14,21,36,38,121
9,14,22,27,38,121
9,14,27,30,32,121
9,14,27,36,38,121
9,14,29,38,39,121
9,14,35,38,39,121
9,18,19,29,38,121
9,18,19,35,38,121
9,18,21,27,38,121
9,18,21,38,40,121
9,18,22,29,38,121
9,18,22,35,38,121
9,18,27,38,40,121
9,18,29,30,32,121
9,18,29,36,38,121
9,18,30,32,35,121
9,18,35,36,38,121
9,19,29,38,40,121
9,19,30,38,39,121
9,19,32,38,39,121
9,21,22,29,38,121
9,21,22,35,38,121
9,21,27,38,40,121
9,21,29,30,32,121
9,21,29,36,38,121
9,21,30,32,35,121
9,21,35,36,38,121
9,22,27,29,38,121
9,22,27,35,38,121
9,22,29,38,40,121
9,22,30,38,39,121
9,22,32,38,39,121
9,27,29,30,32,121
9,27,29,36,38,121
9,27,30,32,35,121
9,29,30,32,40,121
10,11,14,29,30,121
10,11,14,29,32,121
10,11,14,30,35,121
10,11,14,32,35,121
10,11,18,38,39,121
10,11,19,22,38,121
10,11,19,30,32,121
10,11,19,36,38,121
10,11,21,38,39,121
10,11,27,38,39,121
10,11,29,30,35,121
10,11,29,32,35,121
10,12,14,19,27,121
10,12,14,29,39,121
10,12,14,35,39,121
10,12,18,19,29,121
10,12,18,19,35,121
10,12,18,21,27,121
10,12,19,21,29,121
10,12,19,21,35,121
10,12,19,27,29,121
10,12,19,27,35,121
10,12,19,29,40,121
10,12,19,30,39,121
10,12,19,32,39,121
10,12,19,35,40,121
10,12,21,22,29,121
10,12,21,22,35,121
10,12,21,27,40,121
10,12,21,29,36,121
10,12,21,35,36,121
10,12,22,27,29,121
10,12,22,27,35,121
10,12,27,29,36,121
10,12,27,35,36,121
10,12,29,35,39,121
10,14,19,21,38,121
10,14,19,27,38,121
10,14,29,38,39,121
10,14,35,38,39,121
10,18,19,29,38,121
10,18,19,35,38,121
10,18,21,27,38,121
10,19,21,29,38,121
10,19,21,35,38,121
10,19,27,29,38,121
10,19,27,35,38,121
10,19,29,38,40,121
10,19,30,38,39,121
10,19,32,38,39,121
10,21,22,29,38,121
10,21,22,35,38,121
10,21,27,38,40,121
10,21,29,30,32,121
10,21,29,36,38,121
10,21,30,32,35,121
10,21,35,36,38,121
10,22,27,29,38,121
10,22,27,35,38,121
10,27,29,30,32,121
10,27,29,36,38,121
10,27,30,32,35,121
11,12,14,16,29,121
11,12,14,16,35,121
11,12,16,19,30,121
11,12,16,19,32,121
11,12,16,29,35,121
11,12,18,19,39,121
11,12,18,22,39,121
11,12,18,36,39,121
11,12,19,22,36,121
11,12,19,39,40,121
11,12,20,21,30,121
11,12,20,21,32,121
11,12,20,27,30,121
11,12,20,27,32,121
11,12,21,22,39,121
11,12,21,26,30,121
11,12,21,26,32,121
11,12,21,36,39,121
11,12,22,27,39,121
11,12,22,39,40,121
11,12,26,27,30,121
11,12,26,27,32,121
11,12,27,36,39,121
11,12,36,39,40,121
11,14,16,29,38,121
11,14,16,35,38,121
11,14,18,21,30,121
11,14,18,21,32,121
11,14,18,27,30,121
11,14,18,27,32,121
11,14,19,29,30,121
11,14,19,29,32,121
11,14,19,30,35,121
11,14,19,32,35,121
11,14,21,27,30,121
11,14,21,27,32,121
11,14,21,30,40,121
11,14,21,32,40,121
11,14,22,29,30,121
11,14,22,29,32,121
11,14,22,30,35,121
11,14,22,32,35,121
11,14,27,30,40,121
11,14,27,32,40,121
11,14,29,30,36,121
11,14,29,32,36,121
11,14,30,35,36,121
11,14,32,35,36,121
11,16,19,30,38,121
11,16,19,32,38,121
11,16,29,35,38,121
11,18,19,38,39,121
11,18,21,29,30,121
11,18,21,29,32,121
11,18,21,30,35,121
11,18,21,32,35,121
11,18,22,38,39,121
11,18,27,29,30,121
11,18,27,29,32,121
11,18,27,30,35,121
11,18,27,32,35,121
11,18,29,30,40,121
11,18,29,32,40,121
11,18,30,32,39,121
11,18,30,35,40,121
11,18,32,35,40,121
11,19,22,30,32,121
11,19,22,36,38,121
11,19,30,32,36,121
11,20,21,30,38,121
11,20,21,32,38,121
11,20,27,30,38,121
11,20,27,32,38,121
11,21,22,38,39,121
