Date,Number1,Number2,Number3,Number4,Number5
"21
22
26
30
57
27",5,1,"$222,000,000",0*,$0
"07
12
26
36
40
17",5,1,"$191,000,000",0*,$0
"22
26
31
54
55
18",5,1,"$165,000,000",0*,$0
"03
23
48
54
55
05",5,1,"$140,000,000",0*,$0
"09
19
31
56
59
02",5,1,"$116,000,000",0*,$0
"06
08
30
39
48
20",5,1,"$95,000,000",0*,$0
"13
18
36
48
58
28",5,1,"$80,000,000",0*,$0
"10
12
31
56
57
33",5,1,"$70,000,000",0*,$0
"01
36
40
52
53
20",5,1,"$60,000,000",0*,$0
"04
07
08
29
39
24",5,1,"$50,000,000",0*,$0
"01
06
08
12
35
03",5,1,"$40,000,000",0*,$0
"11
23
26
46
55
27",5,1,"$50,000,000",1*,"$50,000,000"
"07
37
43
48
52
16",5,1,"$40,000,000",0*,$0
"17
29
31
52
53
31",5,1,"$320,000,000",1*,"$320,000,000"
"13
14
17
43
54
15",5,1,"$260,000,000",0*,$0
"03
07
21
44
53
16",5,1,"$216,000,000",0*,$0
"05
09
28
32
38
29",5,1,"$183,000,000",0*,$0
"10
37
40
46
52
12",5,1,"$150,000,000",0*,$0
"06
10
23
41
45
01",5,1,"$123,000,000",0*,$0
"03
08
13
41
56
16",5,1,"$103,000,000",0*,$0
"03
14
20
34
48
21",5,1,"$90,000,000",0*,$0
"02
05
31
39
41
29",5,1,"$80,000,000",0*,$0
"03
17
19
25
32
17",5,1,"$70,000,000",0*,$0
"15
16
46
50
58
29",5,1,"$60,000,000",0*,$0
"12
23
25
27
43
29",5,1,"$50,000,000",0*,$0
"05
06
16
36
58
03",5,1,"$40,000,000",0*,$0
"05
27
36
38
41
12",5,1,"$208,000,000",1*,"$208,000,000"
"11
16
33
40
41
34",5,1,"$176,000,000",0*,$0
"14
16
32
47
52
16",5,1,"$151,000,000",0*,$0
"03
22
26
41
49
18",5,1,"$130,000,000",0*,$0
"11
12
24
43
45
09",5,1,"$110,000,000",0*,$0
"08
28
29
34
38
35",5,1,"$100,000,000",0*,$0
"09
21
28
32
51
35",5,1,"$90,000,000",0*,$0
"10
14
21
23
47
07",5,1,"$80,000,000",0*,$0
"11
13
20
27
59
26",5,1,"$70,000,000",0*,$0
"26
30
49
51
54
25",5,1,"$60,000,000",0*,$0
"18
20
28
35
53
20",5,1,"$50,000,000",0*,$0
"17
27
37
40
53
35
POWER PLAY X02",5,1,"$120,000,000",0*,$0
"07
10
11
14
36
15
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"11
12
46
47
50
22
POWER PLAY X04",5,1,"$100,000,000",0*,$0
"14
15
19
31
56
05
POWER PLAY X05",5,1,"$90,000,000",0*,$0
"22
31
38
47
48
15
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"05
13
28
43
55
33
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"34
44
48
54
55
10
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"12
15
22
43
49
14
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"25
30
32
46
54
26
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"13
24
30
42
48
27
POWER PLAY X02",5,1,"$90,000,000",1*,"$90,000,000"
"16
17
22
46
54
35
POWER PLAY X05",5,1,"$80,000,000",0*,$0
"23
49
53
54
57
35
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"06
36
38
48
51
17
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"13
16
33
35
51
28
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"37
39
51
52
55
11
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"09
19
33
38
54
15
POWER PLAY X03",5,1,"$203,000,000",1*,"$203,000,000"
"02
11
19
21
42
34
POWER PLAY X03",5,1,"$178,000,000",0*,$0
"01
03
13
25
38
17
POWER PLAY X02",5,1,"$159,000,000",0*,$0
"25
28
48
57
59
16
POWER PLAY X03",5,1,"$142,000,000",0*,$0
"06
10
51
54
57
12
POWER PLAY X02",5,1,"$125,000,000",0*,$0
"29
30
40
42
50
16
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"20
26
27
36
54
19
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"05
07
19
27
28
20
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"10
19
37
38
39
28
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"05
16
31
46
50
18
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"13
18
24
25
33
31
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"01
04
18
20
45
07
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"02
11
35
52
54
13
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"07
14
21
24
41
26
POWER PLAY X04",5,1,"$225,000,000",1*,"$225,000,000"
"22
23
30
37
39
16
POWER PLAY X04",5,1,"$196,000,000",0*,$0
"18
25
36
48
50
23
POWER PLAY X02",5,1,"$171,000,000",0*,$0
"01
06
16
37
53
27
POWER PLAY X03",5,1,"$149,000,000",0*,$0
"02
14
39
40
43
13
POWER PLAY X05",5,1,"$127,000,000",0*,$0
"09
29
31
43
50
18
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"02
16
43
45
51
35
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"05
28
31
52
59
27
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"17
24
26
45
46
19
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"28
32
35
36
52
31
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"04
08
21
38
40
03
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"07
08
17
48
59
09
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"08
37
39
40
52
24
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"03
12
31
34
51
24
POWER PLAY X02",5,1,"$90,000,000",1*,"$90,000,000"
"01
08
24
28
49
24
POWER PLAY X05",5,1,"$80,000,000",0*,$0
"12
26
44
46
47
29
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"13
30
42
49
53
29
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"24
28
30
38
39
16
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"04
10
12
22
31
03
POWER PLAY X05",5,1,"$40,000,000",0*,$0
"10
17
25
45
53
09
POWER PLAY X02",5,1,"$60,000,000",1*,"$60,000,000"
"05
15
18
26
32
35
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"02
03
07
23
51
26
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"09
25
42
55
57
14
POWER PLAY X02",5,1,"$122,000,000",1*,"$122,000,000"
"24
34
36
57
58
11
POWER PLAY X04",5,1,"$101,000,000",0*,$0
"08
18
45
53
58
35
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"08
12
34
43
56
09
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"10
20
25
50
53
35
POWER PLAY X04",5,1,"$70,000,000",0*,$0
"05
06
37
41
54
26
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"06
09
29
52
59
07
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"09
33
42
45
54
30
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"14
18
25
33
49
23
POWER PLAY X05",5,1,"$257,000,000",1*,"$257,000,000"
"28
30
35
58
59
15
POWER PLAY X02",5,1,"$221,000,000",0*,$0
"01
07
10
22
49
24
POWER PLAY X03",5,1,"$192,000,000",0*,$0
"15
27
31
34
48
01
POWER PLAY X02",5,1,"$173,000,000",0*,$0
"02
24
28
32
59
25
POWER PLAY X03",5,1,"$152,000,000",0*,$0
"15
16
28
49
55
18
POWER PLAY X02",5,1,"$132,000,000",0*,$0
"04
20
34
39
58
31
POWER PLAY X05",5,1,"$114,000,000",0*,$0
"23
32
39
47
49
22
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"07
33
39
52
55
33
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"04
31
41
47
55
01
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"17
29
31
48
49
34
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"05
15
16
46
49
26
POWER PLAY X04",5,1,"$60,000,000",0*,$0
"02
09
11
19
50
32
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"03
07
22
30
33
20
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"19
25
29
36
48
12
POWER PLAY X04",5,1,"$150,000,000",1*,"$150,000,000"
"05
06
29
35
51
21
POWER PLAY X05",5,1,"$128,000,000",0*,$0
"34
39
42
44
59
08
POWER PLAY X03",5,1,"$110,000,000",0*,$0
"14
26
45
54
55
20
POWER PLAY X02",5,1,"$94,000,000",0*,$0
"09
14
44
48
49
29
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"11
21
26
33
34
29
POWER PLAY X05",5,1,"$70,000,000",0*,$0
"08
13
19
22
53
24
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"02
03
12
27
38
17
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"28
33
41
44
59
21
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"13
28
31
55
58
15
POWER PLAY X02",5,1,"$96,000,000",1*,"$96,000,000"
"02
19
23
34
43
14
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"02
05
34
51
58
09
POWER PLAY X04",5,1,"$70,000,000",0*,$0
"14
15
28
37
54
10
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"10
14
24
32
41
30
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"03
07
09
26
54
19
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"03
08
25
30
47
13
POWER PLAY X04",5,1,"$60,000,000",1*,"$60,000,000"
"11
12
17
38
42
02
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"02
03
13
14
54
04
POWER PLAY X05",5,1,"$40,000,000",0*,$0
"01
17
35
49
54
34
POWER PLAY X03",5,1,"$400,000,000",1*,"$400,000,000"
"02
09
14
21
23
03
POWER PLAY X03",5,1,"$330,000,000",0*,$0
"36
44
49
52
57
01
POWER PLAY X02",5,1,"$284,000,000",0*,$0
"24
25
34
37
54
29
POWER PLAY X02",5,1,"$247,000,000",0*,$0
"08
17
32
57
59
24
POWER PLAY X03",5,1,"$215,000,000",0*,$0
"05
12
15
27
38
07
POWER PLAY X02",5,1,"$194,000,000",0*,$0
"11
23
28
32
47
20
POWER PLAY X02",5,1,"$171,000,000",0*,$0
"08
12
18
55
57
02
POWER PLAY X02",5,1,"$152,000,000",0*,$0
"01
02
07
09
55
29
POWER PLAY X03",5,1,"$131,000,000",0*,$0
"13
14
19
31
38
25",5,1,"$113,000,000",0*,$0
"07
08
09
24
29
25",5,1,"$93,000,000",0*,$0
"10
15
33
48
54
34",5,1,"$80,000,000",0*,$0
"10
28
39
47
58
22",5,1,"$70,000,000",0*,$0
"19
20
37
41
58
14",5,1,"$60,000,000",0*,$0
"15
24
40
48
52
23",5,1,"$50,000,000",0*,$0
"12
36
38
54
61
22
POWER PLAY X03",5,1,"$300,000,000",0*,$0
"27
40
44
59
65
20
POWER PLAY X02",5,1,"$255,000,000",0*,$0
"16
38
55
63
67
25
POWER PLAY X04",5,1,"$227,000,000",0*,$0
"28
30
41
59
68
10
POWER PLAY X02",5,1,"$202,000,000",0*,$0
"09
10
32
42
55
06
POWER PLAY X02",5,1,"$180,000,000",0*,$0
"02
14
19
30
62
22
POWER PLAY X02",5,1,"$164,000,000",0*,$0
"07
10
16
46
56
01
POWER PLAY X02",5,1,"$145,000,000",0*,$0
"13
27
33
47
68
13
POWER PLAY X02",5,1,"$127,000,000",0*,$0
"14
18
19
32
64
09
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"02
06
47
66
67
02
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"16
29
53
58
69
21
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"37
47
50
52
57
21
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"17
40
41
46
69
06
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"14
22
37
45
66
05
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"04
26
32
55
64
18
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"07
16
25
50
53
15
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"02
12
17
20
65
17
POWER PLAY X04",5,1,"$142,000,000",1*,"$142,000,000"
"09
20
25
47
68
07
POWER PLAY X02",5,1,"$127,000,000",0*,$0
"04
54
56
62
63
10
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"20
31
56
60
64
02
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"30
32
42
56
57
11
POWER PLAY X04",5,1,"$90,000,000",0*,$0
"48
49
57
62
69
19
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"15
20
29
31
40
01
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"12
27
29
43
68
01
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"18
30
40
48
52
09
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"06
26
33
44
46
04
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"21
39
40
55
59
17
POWER PLAY X03",5,1,"$301,000,000",1*,"$301,000,000"
"23
31
42
50
57
05
POWER PLAY X03",5,1,"$267,000,000",0*,$0
"08
29
41
51
58
05
POWER PLAY X02",5,1,"$235,000,000",0*,$0
"12
17
26
43
48
24
POWER PLAY X02",5,1,"$208,000,000",0*,$0
"05
07
24
31
39
07
POWER PLAY X03",5,1,"$185,000,000",0*,$0
"02
03
13
16
35
27
POWER PLAY X03",5,1,"$167,000,000",0*,$0
"44
45
47
50
51
08
POWER PLAY X02",5,1,"$149,000,000",0*,$0
"10
16
18
29
45
19
POWER PLAY X02",5,1,"$133,000,000",0*,$0
"17
22
30
46
56
16
POWER PLAY X03",5,1,"$120,000,000",0*,$0
"18
21
25
28
29
16
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"02
22
32
45
56
12
POWER PLAY X05",5,1,"$100,000,000",0*,$0
"04
12
14
21
55
07
POWER PLAY X04",5,1,"$90,000,000",0*,$0
"06
08
43
48
50
07
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"03
13
17
42
52
24
POWER PLAY X04",5,1,"$70,000,000",0*,$0
"08
13
29
38
52
28
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"09
34
48
52
54
15
POWER PLAY X04",5,1,"$50,000,000",0*,$0
"09
11
14
16
42
19
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"07
13
24
49
57
15
POWER PLAY X03",5,1,"$110,000,000",1*,"$110,000,000"
"04
22
27
28
52
35
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"27
29
34
41
44
02
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"12
31
43
44
57
11
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"06
37
39
45
55
33
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"13
16
34
45
50
11
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"11
39
46
52
54
03
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"04
15
25
27
30
18
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"03
06
14
18
24
21
POWER PLAY X03",5,1,"$70,000,000",1*,"$70,000,000"
"07
24
26
31
41
25
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"18
28
35
46
49
27
POWER PLAY X05",5,1,"$50,000,000",0*,$0
"03
05
10
22
32
07
POWER PLAY X04",5,1,"$40,000,000",0*,$0
"09
10
16
20
57
15
POWER PLAY X02",5,1,"$80,000,000",1*,"$80,000,000"
"20
21
22
41
54
07
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"29
41
48
52
54
29
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"31
32
48
49
53
25
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"08
13
18
27
43
15
POWER PLAY X04",5,1,"$40,000,000",0*,$0
"06
08
13
37
40
11
POWER PLAY X02",5,1,"$188,000,000",1*,"$188,000,000"
"08
09
25
56
57
22
POWER PLAY X02",5,1,"$171,000,000",0*,$0
"08
15
34
53
59
23
POWER PLAY X02",5,1,"$154,000,000",0*,$0
"09
15
17
31
43
16
POWER PLAY X04",5,1,"$138,000,000",0*,$0
"01
12
28
35
44
25
POWER PLAY X03",5,1,"$121,000,000",0*,$0
"24
29
38
48
52
32
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"01
25
29
31
47
07
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"04
15
17
35
58
17
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"23
24
27
39
41
30
POWER PLAY X05",5,1,"$80,000,000",0*,$0
"02
06
11
30
31
33
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"01
26
34
38
51
06
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"21
33
35
38
45
12
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"10
14
25
39
53
18
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"13
22
23
29
31
17
POWER PLAY X03",5,1,"$50,000,000",1*,"$50,000,000"
"01
16
21
29
40
30
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"01
12
32
42
58
12
POWER PLAY X02",5,1,"$80,000,000",1*,"$80,000,000"
"01
19
45
46
58
29
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"33
39
40
41
54
28
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"02
30
33
39
44
01
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"02
04
06
12
38
17
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"07
19
23
50
54
14
POWER PLAY X02",5,1,"$40,000,000",1*,"$40,000,000"
"11
16
30
38
42
07
POWER PLAY X04",5,1,"$50,000,000",1*,"$50,000,000"
"14
25
30
33
47
08
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"08
14
39
46
47
18
POWER PLAY X02",5,1,"$137,000,000",1*,"$137,000,000"
"11
24
31
40
44
27
POWER PLAY X02",5,1,"$119,000,000",0*,$0
"34
36
38
42
50
33
POWER PLAY X04",5,1,"$100,000,000",0*,$0
"08
12
15
35
50
32
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"11
17
25
28
46
12
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"17
19
21
32
39
08
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"10
14
18
34
51
26
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"01
09
29
32
49
22
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"01
24
44
45
51
28
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"11
13
25
39
54
19
POWER PLAY X03",5,1,"$500,000,000",3*,"$500,000,000"
"05
10
21
34
58
33
POWER PLAY X05",5,1,"$380,000,000",0*,$0
"24
36
51
52
56
22
POWER PLAY X02",5,1,"$317,000,000",0*,$0
"05
11
16
26
50
34
POWER PLAY X02",5,1,"$289,000,000",0*,$0
"12
24
35
36
49
01
POWER PLAY X05",5,1,"$261,000,000",0*,$0
"16
19
20
29
33
10
POWER PLAY X02",5,1,"$230,000,000",0*,$0
"11
12
15
28
57
23
POWER PLAY X04",5,1,"$208,000,000",0*,$0
"15
16
23
27
36
09
POWER PLAY X02",5,1,"$194,000,000",0*,$0
"02
04
10
41
53
22
POWER PLAY X05",5,1,"$176,000,000",0*,$0
"02
09
19
28
29
19
POWER PLAY X05",5,1,"$162,000,000",0*,$0
"14
15
47
49
59
10
POWER PLAY X02",5,1,"$146,000,000",0*,$0
"04
18
43
46
55
25
POWER PLAY X03",5,1,"$131,000,000",0*,$0
"01
03
28
57
67
09
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"16
23
30
44
58
04
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"28
38
42
51
52
21
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"25
33
40
54
68
03
POWER PLAY X05",5,1,"$40,000,000",0*,$0
"01
08
16
40
48
10
POWER PLAY X02",5,1,"$121,600,000",1*,"$121,600,000"
"18
26
37
39
66
15
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"12
21
32
44
66
15
POWER PLAY X02",5,1,"$85,000,000",0*,$0
"41
48
49
53
64
20
POWER PLAY X02",5,1,"$67,000,000",0*,$0
"08
10
26
27
33
22
POWER PLAY X02",5,1,"$54,000,000",0*,$0
"03
14
18
25
45
07
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"17
19
21
37
44
16
POWER PLAY X02",5,1,"$403,000,000",1*,"$403,000,000"
"07
32
41
47
61
03
POWER PLAY X02",5,1,"$359,000,000",0*,$0
"16
24
28
43
61
21
POWER PLAY X02",5,1,"$320,000,000",0*,$0
"28
41
61
63
65
07
POWER PLAY X02",5,1,"$293,000,000",0*,$0
"08
17
20
27
52
24
POWER PLAY X02",5,1,"$258,000,000",0*,$0
"01
25
28
31
54
02
POWER PLAY X02",5,1,"$236,000,000",0*,$0
"21
31
50
51
69
08
POWER PLAY X03",5,1,"$217,000,000",0*,$0
"13
18
37
54
61
05
POWER PLAY X02",5,1,"$198,000,000",0*,$0
"19
20
21
42
48
23
POWER PLAY X03",5,1,"$180,000,000",0*,$0
"02
03
16
48
56
24
POWER PLAY X02",5,1,"$164,000,000",0*,$0
"01
28
33
55
56
22
POWER PLAY X02",5,1,"$151,000,000",0*,$0
"10
16
38
43
63
23
POWER PLAY X02",5,1,"$136,000,000",0*,$0
"23
49
57
64
67
20
POWER PLAY X02",5,1,"$122,000,000",0*,$0
"16
30
34
37
44
16
POWER PLAY X02",5,1,"$107,000,000",0*,$0
"03
54
61
64
68
09
POWER PLAY X02",5,1,"$91,000,000",0*,$0
"08
18
27
29
60
15
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"02
12
50
61
64
01
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"30
38
52
53
62
01
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"07
15
20
29
41
22
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"01
28
63
67
69
17
POWER PLAY X04",5,1,"$40,000,000",0*,$0
"09
19
51
55
62
14
POWER PLAY X04",5,1,"$246,800,000",1*,"$246,800,000"
"10
11
23
28
31
14
POWER PLAY X02",5,1,"$222,000,000",0*,$0
"03
17
49
55
68
08
POWER PLAY X02",5,1,"$205,000,000",0*,$0
"22
23
29
33
55
21
POWER PLAY X02",5,1,"$186,000,000",0*,$0
"07
39
50
59
67
25
POWER PLAY X03",5,1,"$170,000,000",0*,$0
"05
10
24
56
61
12
POWER PLAY X02",5,1,"$154,000,000",0*,$0
"04
32
48
49
63
20
POWER PLAY X02",5,1,"$142,000,000",0*,$0
"09
11
25
64
65
16
POWER PLAY X03",5,1,"$127,000,000",0*,$0
"03
06
21
60
68
24
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"33
44
49
50
52
08
POWER PLAY X03",5,1,"$94,000,000",0*,$0
"38
44
60
64
69
06
POWER PLAY X02",5,1,"$82,000,000",0*,$0
"23
56
61
64
67
12
POWER PLAY X05",5,1,"$67,000,000",0*,$0
"20
33
36
47
52
12
POWER PLAY X03",5,1,"$52,000,000",0*,$0
"09
11
27
66
67
02
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"11
17
21
23
32
05
POWER PLAY X02",5,1,"$487,000,000",1*,"$487,000,000"
"10
47
50
65
68
24
POWER PLAY X02",5,1,"$422,000,000",0*,$0
"05
07
23
35
39
11
POWER PLAY X02",5,1,"$390,000,000",0*,$0
"06
25
35
58
66
05
POWER PLAY X02",5,1,"$361,000,000",0*,$0
"11
17
40
50
62
26
POWER PLAY X02",5,1,"$333,000,000",0*,$0
"03
15
29
54
57
10
POWER PLAY X03",5,1,"$311,000,000",0*,$0
"10
28
32
61
64
12
POWER PLAY X03",5,1,"$288,000,000",0*,$0
"02
24
31
57
66
18
POWER PLAY X03",5,1,"$257,000,000",0*,$0
"10
34
39
59
63
04
POWER PLAY X02",5,1,"$243,000,000",0*,$0
"23
29
37
60
64
06
POWER PLAY X02",5,1,"$222,000,000",0*,$0
"03
27
36
56
69
25
POWER PLAY X02",5,1,"$203,000,000",0*,$0
"14
40
42
43
52
17
POWER PLAY X03",5,1,"$184,000,000",0*,$0
"02
23
41
53
63
11
POWER PLAY X02",5,1,"$169,000,000",0*,$0
"04
22
24
31
33
10
POWER PLAY X02",5,1,"$153,000,000",0*,$0
"20
27
36
41
58
07
POWER PLAY X02",5,1,"$141,000,000",0*,$0
"12
25
37
60
69
20
POWER PLAY X03",5,1,"$123,000,000",0*,$0
"16
20
22
43
64
17
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"23
30
33
40
69
12
POWER PLAY X05",5,1,"$100,000,000",0*,$0
"06
33
34
58
59
12
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"11
24
41
59
64
15
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"05
07
09
23
32
26
POWER PLAY X04",5,1,"$70,000,000",0*,$0
"23
25
39
54
67
11
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"13
27
47
64
65
09
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"20
32
52
66
69
23
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"05
25
26
44
66
09
POWER PLAY X02",5,1,"$415,000,000",1*,"$415,000,000"
"30
47
57
66
69
03
POWER PLAY X03",5,1,"$348,000,000",0*,$0
"03
12
16
32
34
14
POWER PLAY X03",5,1,"$314,000,000",0*,$0
"02
25
33
39
64
17
POWER PLAY X02",5,1,"$282,000,000",0*,$0
"19
35
46
59
62
13
POWER PLAY X05",5,1,"$251,000,000",0*,$0
"12
25
30
52
62
08
POWER PLAY X03",5,1,"$227,000,000",0*,$0
"03
18
25
32
51
03
POWER PLAY X02",5,1,"$205,000,000",0*,$0
"30
33
35
38
64
22
POWER PLAY X03",5,1,"$184,000,000",0*,$0
"14
22
23
41
61
09
POWER PLAY X03",5,1,"$168,000,000",0*,$0
"04
28
49
60
65
25
POWER PLAY X02",5,1,"$148,000,000",0*,$0
"09
28
30
40
61
03
POWER PLAY X02",5,1,"$135,000,000",0*,$0
"24
44
53
55
63
19
POWER PLAY X02",5,1,"$116,000,000",0*,$0
"11
23
42
52
68
06
POWER PLAY X03",5,1,"$101,000,000",0*,$0
"05
08
15
22
49
25
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"11
23
43
54
60
03
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"10
12
13
46
50
21
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"11
28
50
57
62
23
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"14
23
32
34
68
03
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"03
27
34
59
69
19
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"12
13
44
52
62
06
POWER PLAY X02",5,1,"$292,000,000",1*,"$292,000,000"
"10
11
21
22
53
18
POWER PLAY X03",5,1,"$266,000,000",0*,$0
"21
31
64
65
67
05
POWER PLAY X03",5,1,"$236,000,000",0*,$0
"11
12
15
16
54
25
POWER PLAY X05",5,1,"$212,000,000",0*,$0
"07
17
27
29
40
25
POWER PLAY X02",5,1,"$189,000,000",0*,$0
"07
15
18
19
36
20
POWER PLAY X02",5,1,"$176,000,000",0*,$0
"02
03
40
50
62
05
POWER PLAY X02",5,1,"$157,000,000",0*,$0
"04
13
31
36
52
08
POWER PLAY X03",5,1,"$136,000,000",0*,$0
"26
28
31
60
67
23
POWER PLAY X03",5,1,"$112,000,000",0*,$0
"05
12
16
31
43
18
POWER PLAY X04",5,1,"$96,000,000",0*,$0
"03
12
40
52
67
21
POWER PLAY X02",5,1,"$75,000,000",0*,$0
"22
32
34
40
69
19
POWER PLAY X04",5,1,"$60,000,000",0*,$0
"05
39
44
47
69
24
POWER PLAY X05",5,1,"$50,000,000",0*,$0
