Date,Number1,Number2,Number3,Number4,Number5
"01
03
13
44
56
26
POWER PLAY X03",5,1,"$91,000,000",0*,$0
"06
10
31
37
44
23
POWER PLAY X02",5,1,"$82,000,000",0*,$0
"21
37
52
53
58
05
POWER PLAY X02",5,1,"$72,000,000",0*,$0
"05
18
23
40
50
18
POWER PLAY X03",5,1,"$62,000,000",0*,$0
"06
24
30
53
56
19
POWER PLAY X02",5,1,"$52,000,000",0*,$0
"18
31
36
43
47
20
POWER PLAY X02",5,1,"$43,000,000",0*,$0
"14
18
36
49
67
18
POWER PLAY X02",5,1,"$34,000,000",0*,$0
"11
21
27
36
62
24
POWER PLAY X03",5,1,"$25,000,000",0*,$0
"08
17
49
52
59
01
POWER PLAY X02",5,1,"$22,000,000",0*,$0
"11
14
23
47
57
14
POWER PLAY X04",5,1,"$20,000,000",0*,$0
"10
17
31
51
53
01
POWER PLAY X02",5,1,"$94,800,000",1*,"$94,800,000"
"16
17
20
53
67
04
POWER PLAY X02",5,1,"$85,000,000",0*,$0
"27
52
55
60
64
21
POWER PLAY X03",5,1,"$75,000,000",0*,$0
"15
21
22
27
47
07
POWER PLAY X02",5,1,"$66,000,000",0*,$0
"01
04
11
20
69
18
POWER PLAY X02",5,1,"$56,000,000",0*,$0
"05
21
22
29
43
10
POWER PLAY X02",5,1,"$47,000,000",0*,$0
"08
12
19
47
58
02
POWER PLAY X02",5,1,"$37,000,000",0*,$0
"19
30
36
42
66
14
POWER PLAY X03",5,1,"$29,000,000",0*,$0
"13
23
47
55
58
23
POWER PLAY X10",5,1,"$22,000,000",0*,$0
"05
12
34
45
56
03
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"02
06
18
36
37
21
POWER PLAY X02",5,1,"$168,500,000",1*,"$168,500,000"
"02
03
14
40
51
24
POWER PLAY X03",5,1,"$158,000,000",0*,$0
"07
14
17
57
65
24
POWER PLAY X05",5,1,"$147,000,000",0*,$0
"06
25
36
43
48
24
POWER PLAY X03",5,1,"$137,000,000",0*,$0
"07
29
35
40
45
26
POWER PLAY X02",5,1,"$126,000,000",0*,$0
"05
21
36
61
62
18
POWER PLAY X02",5,1,"$117,000,000",0*,$0
"16
25
36
44
55
14
POWER PLAY X03",5,1,"$106,000,000",0*,$0
"13
16
32
58
59
09
POWER PLAY X02",5,1,"$97,000,000",0*,$0
"27
47
61
62
69
04
POWER PLAY X10",5,1,"$87,000,000",0*,$0
"14
19
61
62
64
04
POWER PLAY X02",5,1,"$79,000,000",0*,$0
"03
10
34
36
62
05
POWER PLAY X10",5,1,"$69,000,000",0*,$0
"16
21
27
60
61
06
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"15
28
52
53
63
18
POWER PLAY X04",5,1,"$51,000,000",0*,$0
"09
36
49
56
62
08
POWER PLAY X02",5,1,"$42,000,000",0*,$0
"15
22
27
33
46
23
POWER PLAY X03",5,1,"$33,000,000",0*,$0
"10
31
41
63
67
05
POWER PLAY X03",5,1,"$25,000,000",0*,$0
"07
10
63
64
68
10
POWER PLAY X03",5,1,"$22,000,000",0*,$0
"02
12
32
50
65
05
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"10
33
41
52
54
18
POWER PLAY X05",5,1,"$22,000,000",1*,"$22,000,000"
"01
17
38
68
69
18
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"01
03
26
41
64
17
POWER PLAY X02",5,1,"$135,000,000",1*,"$135,000,000"
"13
32
41
58
60
14
POWER PLAY X02",5,1,"$125,000,000",0*,$0
"38
58
59
64
68
21
POWER PLAY X03",5,1,"$114,000,000",0*,$0
"02
08
18
21
23
16
POWER PLAY X04",5,1,"$104,000,000",0*,$0
"18
34
40
42
50
09
POWER PLAY X02",5,1,"$95,000,000",0*,$0
"08
12
26
39
42
11
POWER PLAY X02",5,1,"$86,000,000",0*,$0
"39
53
54
56
57
20
POWER PLAY X03",5,1,"$77,000,000",0*,$0
"12
18
42
48
65
19
POWER PLAY X05",5,1,"$68,000,000",0*,$0
"07
08
35
50
65
20
POWER PLAY X04",5,1,"$59,000,000",0*,$0
"13
16
33
58
68
24
POWER PLAY X05",5,1,"$51,000,000",0*,$0
"02
20
49
61
67
20
POWER PLAY X02",5,1,"$43,000,000",0*,$0
"01
03
21
47
57
18
POWER PLAY X02",5,1,"$37,000,000",0*,$0
"01
33
35
40
69
24
POWER PLAY X05",5,1,"$29,000,000",0*,$0
"04
44
46
56
63
19
POWER PLAY X02",5,1,"$24,000,000",0*,$0
"10
12
33
36
41
02
POWER PLAY X03",5,1,"$22,000,000",0*,$0
"22
29
30
42
47
17
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"02
37
39
48
54
05
POWER PLAY X03",5,1,"$190,000,000",1*,"$190,000,000"
"08
31
39
40
43
04
POWER PLAY X03",5,1,"$180,000,000",0*,$0
"33
35
45
48
60
16
POWER PLAY X02",5,1,"$170,000,000",0*,$0
"07
40
48
55
66
11
POWER PLAY X02",5,1,"$160,000,000",0*,$0
"05
09
27
39
42
16
POWER PLAY X02",5,1,"$150,000,000",0*,$0
"02
23
40
59
69
13
POWER PLAY X02",5,1,"$140,000,000",0*,$0
"15
27
44
59
63
08
POWER PLAY X04",5,1,"$130,000,000",0*,$0
"09
23
26
30
32
08
POWER PLAY X03",5,1,"$120,000,000",0*,$0
"04
29
49
50
67
02
POWER PLAY X04",5,1,"$110,000,000",0*,$0
"07
15
21
33
62
23
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"18
43
58
60
68
14
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"24
44
46
50
51
13
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"08
27
29
36
47
24
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"25
37
39
61
62
11
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"10
12
15
19
56
19
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"16
32
35
36
46
03
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"14
47
54
55
68
25
POWER PLAY X02",5,1,"$70,000,000",1*,"$70,000,000"
"35
49
50
59
66
06
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"23
30
35
41
57
02
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"12
33
54
57
60
13
POWER PLAY X04",5,1,"$40,000,000",0*,$0
"09
12
15
31
60
02
POWER PLAY X02",5,1,"$396,900,000",1*,"$396,900,000"
"02
09
17
36
67
18
POWER PLAY X02",5,1,"$373,000,000",0*,$0
"11
33
44
59
67
08
POWER PLAY X03",5,1,"$343,000,000",0*,$0
"20
24
38
56
68
18
POWER PLAY X02",5,1,"$321,000,000",0*,$0
"39
41
53
55
68
19
POWER PLAY X02",5,1,"$296,000,000",0*,$0
"03
21
23
31
59
03
POWER PLAY X02",5,1,"$277,000,000",0*,$0
"02
04
07
43
56
22
POWER PLAY X04",5,1,"$258,000,000",0*,$0
"01
11
21
25
54
07
POWER PLAY X02",5,1,"$237,000,000",0*,$0
"49
53
57
59
62
26
POWER PLAY X02",5,1,"$220,000,000",0*,$0
"02
06
09
33
39
11
POWER PLAY X02",5,1,"$441,000,000",0*,$0
"43
51
53
63
68
05",5,1,"$10,000,000",0*,$0
"36
38
45
62
64
19
POWER PLAY X02",5,1,"$416,000,000",0*,$0
"06
11
23
24
40
09",5,1,"$10,000,000",0*,$0
"27
29
45
55
58
02
POWER PLAY X03",5,1,"$400,000,000",0*,$0
"01
15
28
48
51
26",5,1,"$10,000,000",0*,$0
"07
16
19
48
68
15
POWER PLAY X02",5,1,"$378,000,000",0*,$0
"04
25
49
59
61
11",5,1,"$10,000,000",0*,$0
"02
13
23
34
66
02
POWER PLAY X04",5,1,"$363,000,000",0*,$0
"08
26
36
37
47
19",5,1,"$10,000,000",0*,$0
"02
06
24
51
61
01
POWER PLAY X02",5,1,"$353,000,000",0*,$0
"09
16
37
57
66
11",5,1,"$10,000,000",0*,$0
"19
20
40
42
59
15
POWER PLAY X03",5,1,"$333,000,000",0*,$0
"11
21
22
50
58
02",5,1,"$10,000,000",0*,$0
"10
30
37
53
59
04
POWER PLAY X02",5,1,"$320,000,000",0*,$0
"18
25
28
41
53
13",5,1,"$10,000,000",0*,$0
"03
25
44
53
64
10
POWER PLAY X02",5,1,"$307,000,000",0*,$0
"10
20
28
46
62
25",5,1,"$10,000,000",0*,$0
"03
07
33
50
69
24
POWER PLAY X02",5,1,"$291,000,000",0*,$0
"02
09
51
63
68
15",5,1,"$10,000,000",0*,$0
"03
21
38
50
59
06
POWER PLAY X03",5,1,"$280,000,000",0*,$0
"08
15
27
55
66
17",5,1,"$10,000,000",0*,$0
"10
40
45
56
67
02
POWER PLAY X02",5,1,"$278,000,000",0*,$0
"06
19
36
46
59
08",5,1,"$10,000,000",0*,$0
"12
15
38
57
63
24
POWER PLAY X02",5,1,"$264,000,000",0*,$0
"02
25
34
58
59
26",5,1,"$10,000,000",0*,$0
"18
26
28
38
47
17
POWER PLAY X02",5,1,"$253,000,000",0*,$0
"01
31
59
67
68
14",5,1,"$10,000,000",0*,$0
"08
32
55
64
66
10
POWER PLAY X02",5,1,"$243,000,000",0*,$0
"07
11
19
31
58
14",5,1,"$10,000,000",0*,$0
"10
16
32
63
65
17
POWER PLAY X02",5,1,"$224,000,000",0*,$0
"01
18
23
25
61
17",5,1,"$10,000,000",0*,$0
"07
20
29
38
67
22
POWER PLAY X02",5,1,"$213,000,000",0*,$0
"07
22
27
39
50
04",5,1,"$10,000,000",0*,$0
"40
43
48
59
69
19
POWER PLAY X03",5,1,"$205,000,000",0*,$0
"03
24
37
44
46
19",5,1,"$10,000,000",0*,$0
"03
16
48
52
60
01
POWER PLAY X03",5,1,"$190,000,000",0*,$0
"32
44
46
55
68
22",5,1,"$10,000,000",0*,$0
"05
31
34
51
53
23
POWER PLAY X02",5,1,"$180,000,000",0*,$0
"01
06
10
52
64
18",5,1,"$10,000,000",0*,$0
"08
15
26
35
45
09
POWER PLAY X03",5,1,"$173,000,000",0*,$0
"13
16
28
37
60
07",5,1,"$10,000,000",0*,$0
"19
25
43
46
48
14
POWER PLAY X02",5,1,"$160,000,000",0*,$0
"10
31
49
58
67
04",5,1,"$10,000,000",0*,$0
"21
46
47
57
62
08
POWER PLAY X03",5,1,"$151,000,000",0*,$0
"05
06
15
22
51
19",5,1,"$10,000,000",0*,$0
"08
30
48
57
64
09
POWER PLAY X02",5,1,"$146,000,000",0*,$0
"05
23
27
52
55
09",5,1,"$10,000,000",0*,$0
"01
02
24
50
57
26
POWER PLAY X02",5,1,"$132,000,000",0*,$0
"10
22
24
37
47
02",5,1,"$10,000,000",0*,$0
"09
25
34
44
45
08
POWER PLAY X03",5,1,"$123,000,000",0*,$0
"15
37
43
44
50
02",5,1,"$10,000,000",0*,$0
"05
23
28
43
56
19
POWER PLAY X02",5,1,"$116,000,000",0*,$0
"26
29
35
39
46
11",5,1,"$10,000,000",0*,$0
"03
06
26
35
51
17
POWER PLAY X04",5,1,"$102,000,000",0*,$0
"09
17
21
26
35
06",5,1,"$10,000,000",0*,$0
"10
27
29
44
58
24
POWER PLAY X02",5,1,"$93,000,000",0*,$0
"01
26
29
46
67
13",5,1,"$10,000,000",0*,$0
"10
30
51
57
63
20
POWER PLAY X02",5,1,"$86,000,000",0*,$0
"03
08
10
11
33
07",5,1,"$10,000,000",0*,$0
"07
29
36
41
43
05
POWER PLAY X02",5,1,"$73,000,000",0*,$0
"01
04
31
37
64
24",5,1,"$10,000,000",0*,$0
"30
32
48
53
63
12
POWER PLAY X02",5,1,"$65,000,000",0*,$0
"02
19
21
62
66
07",5,1,"$10,000,000",0*,$0
"30
31
41
42
48
03
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"26
33
42
44
45
20",5,1,"$10,000,000",0*,$0
"23
29
47
59
60
15
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"10
34
37
58
60
07",5,1,"$10,000,000",0*,$0
"11
20
33
39
65
24
POWER PLAY X03",5,1,"$38,000,000",0*,$0
"09
39
44
49
60
12",5,1,"$10,000,000",0*,$0
"12
17
30
45
62
05
POWER PLAY X02",5,1,"$31,000,000",0*,$0
"01
26
37
38
62
17",5,1,"$10,000,000",0*,$0
"01
17
52
58
64
01
POWER PLAY X10",5,1,"$20,000,000",0*,$0
"01
05
17
22
30
04",5,1,"$10,000,000",0*,$0
"12
22
54
66
69
15
POWER PLAY X02",5,1,"$699,800,000",1*,"$699,800,000"
"04
13
18
61
63
17",5,1,"$10,000,000",0*,$0
"28
38
42
47
52
01
POWER PLAY X02",5,1,"$635,000,000",0*,$0
"06
12
39
58
61
22",5,1,"$10,000,000",0*,$0
"02
07
11
17
32
11
POWER PLAY X03",5,1,"$570,000,000",0*,$0
"03
19
29
50
58
03",5,1,"$10,000,000",0*,$0
"21
22
39
44
60
12
POWER PLAY X02",5,1,"$545,000,000",0*,$0
"02
27
51
62
66
01",5,1,"$10,000,000",1*,"$10,000,000"
"22
23
37
62
63
19
POWER PLAY X03",5,1,"$523,000,000",0*,$0
"14
18
27
31
56
02",5,1,"$10,000,000",0*,$0
"20
40
47
55
63
05
POWER PLAY X03",5,1,"$490,000,000",0*,$0
"06
07
36
41
59
07",5,1,"$10,000,000",0*,$0
"37
51
54
58
60
19
POWER PLAY X02",5,1,"$472,000,000",0*,$0
"06
12
49
58
67
07",5,1,"$10,000,000",0*,$0
"05
36
39
45
57
11
POWER PLAY X02",5,1,"$457,000,000",0*,$0
"01
11
17
20
42
20",5,1,"$10,000,000",0*,$0
"01
04
18
46
62
25
POWER PLAY X03",5,1,"$432,000,000",0*,$0
"05
34
36
38
57
07",5,1,"$10,000,000",0*,$0
"37
40
50
61
63
21
POWER PLAY X03",5,1,"$416,000,000",0*,$0
"15
29
32
35
56
09",5,1,"$10,000,000",0*,$0
"20
31
38
40
49
21
POWER PLAY X02",5,1,"$409,000,000",0*,$0
"07
39
54
64
67
11",5,1,"$10,000,000",0*,$0
"09
22
41
47
61
21
POWER PLAY X02",5,1,"$388,000,000",0*,$0
"05
33
40
50
59
06",5,1,"$10,000,000",0*,$0
"11
20
22
33
54
24
POWER PLAY X02",5,1,"$375,000,000",0*,$0
"05
10
31
38
43
20",5,1,"$10,000,000",0*,$0
"32
35
40
52
54
01
POWER PLAY X05",5,1,"$367,000,000",0*,$0
"04
40
42
49
54
24",5,1,"$10,000,000",0*,$0
"10
20
29
48
51
17
POWER PLAY X02",5,1,"$345,000,000",0*,$0
"23
35
45
59
63
24",5,1,"$10,000,000",0*,$0
"03
15
45
51
61
08
POWER PLAY X02",5,1,"$332,000,000",0*,$0
"18
27
42
43
47
13",5,1,"$10,000,000",0*,$0
"12
22
26
46
59
26
POWER PLAY X02",5,1,"$322,000,000",0*,$0
"06
13
41
47
48
10",5,1,"$10,000,000",0*,$0
"27
39
54
56
59
24
POWER PLAY X03",5,1,"$304,000,000",0*,$0
"19
31
41
51
53
25",5,1,"$10,000,000",0*,$0
"17
36
47
60
61
15
POWER PLAY X03",5,1,"$293,000,000",0*,$0
"03
28
34
39
63
25",5,1,"$10,000,000",0*,$0
"16
28
36
39
59
04
POWER PLAY X02",5,1,"$290,000,000",0*,$0
"35
36
51
55
61
26
POWER PLAY X02",5,1,"$274,000,000",0*,$0
"06
21
49
65
67
18
POWER PLAY X02",5,1,"$258,000,000",0*,$0
"12
18
20
29
30
16
POWER PLAY X03",5,1,"$241,000,000",0*,$0
"07
24
36
54
60
23
POWER PLAY X02",5,1,"$226,000,000",0*,$0
"05
21
32
36
58
14
POWER PLAY X02",5,1,"$211,000,000",0*,$0
"01
21
22
34
47
04
POWER PLAY X02",5,1,"$199,000,000",0*,$0
"25
30
53
59
60
05
POWER PLAY X03",5,1,"$186,000,000",0*,$0
"01
04
11
59
67
10
POWER PLAY X02",5,1,"$174,000,000",0*,$0
"27
28
44
67
68
11
POWER PLAY X02",5,1,"$161,000,000",0*,$0
"15
22
38
54
66
03
POWER PLAY X02",5,1,"$150,000,000",0*,$0
"33
46
52
59
62
10
POWER PLAY X02",5,1,"$137,000,000",0*,$0
"01
05
29
54
62
03
POWER PLAY X02",5,1,"$127,000,000",0*,$0
"08
21
30
49
57
08
POWER PLAY X02",5,1,"$113,000,000",0*,$0
"26
40
41
55
65
24
POWER PLAY X02",5,1,"$101,000,000",0*,$0
"24
29
50
65
66
14
POWER PLAY X04",5,1,"$88,000,000",0*,$0
"08
31
39
43
60
17
POWER PLAY X03",5,1,"$75,000,000",0*,$0
"13
20
40
51
63
01
POWER PLAY X03",5,1,"$63,000,000",0*,$0
"04
22
35
38
39
20
POWER PLAY X02",5,1,"$52,000,000",0*,$0
"19
29
34
44
50
25
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"08
25
34
38
41
10
POWER PLAY X03",5,1,"$31,000,000",0*,$0
"19
28
46
50
54
09
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"44
52
54
64
69
26
POWER PLAY X03",5,1,"$285,600,000",1*,"$285,600,000"
"06
07
11
66
67
19
POWER PLAY X03",5,1,"$268,000,000",0*,$0
"11
13
22
27
46
20
POWER PLAY X02",5,1,"$253,000,000",0*,$0
"02
08
21
34
62
16
POWER PLAY X02",5,1,"$236,000,000",0*,$0
"03
19
27
37
40
08
POWER PLAY X02",5,1,"$218,000,000",0*,$0
"11
13
55
56
69
04
POWER PLAY X02",5,1,"$201,000,000",0*,$0
"04
10
37
39
69
24
POWER PLAY X03",5,1,"$183,000,000",0*,$0
"01
19
20
38
54
17
POWER PLAY X02",5,1,"$168,000,000",0*,$0
"12
17
20
21
26
08
POWER PLAY X03",5,1,"$157,000,000",0*,$0
"16
23
28
40
63
01
POWER PLAY X02",5,1,"$142,000,000",0*,$0
"35
36
47
61
63
03
POWER PLAY X03",5,1,"$129,000,000",0*,$0
"16
18
35
39
53
21
POWER PLAY X03",5,1,"$116,000,000",0*,$0
"22
36
48
59
61
22
POWER PLAY X03",5,1,"$104,000,000",0*,$0
"21
25
32
63
67
06
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"10
21
26
41
49
25
POWER PLAY X02",5,1,"$79,000,000",0*,$0
"13
30
33
45
61
14
POWER PLAY X02",5,1,"$67,000,000",0*,$0
"14
16
23
50
53
03
POWER PLAY X03",5,1,"$55,000,000",0*,$0
"27
35
39
51
66
16
POWER PLAY X05",5,1,"$43,000,000",0*,$0
"01
12
17
39
53
05
POWER PLAY X02",5,1,"$32,000,000",0*,$0
"03
10
44
55
68
24
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"06
14
38
39
65
06
POWER PLAY X03",5,1,"$235,400,000",1*,"$235,400,000"
"04
09
17
27
38
18
POWER PLAY X02",5,1,"$220,000,000",0*,$0
"01
06
22
42
61
04
POWER PLAY X03",5,1,"$200,000,000",0*,$0
"34
38
42
61
62
19
POWER PLAY X02",5,1,"$184,000,000",0*,$0
"05
11
51
56
61
02
POWER PLAY X02",5,1,"$169,000,000",0*,$0
"17
18
37
44
53
18
POWER PLAY X03",5,1,"$155,000,000",0*,$0
"11
31
50
52
58
18
POWER PLAY X04",5,1,"$138,000,000",0*,$0
"21
40
44
50
55
16
POWER PLAY X03",5,1,"$123,000,000",0*,$0
"02
28
31
44
52
18
POWER PLAY X03",5,1,"$106,000,000",0*,$0
"04
33
43
53
65
21
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"04
08
22
32
58
04
POWER PLAY X10",5,1,"$78,000,000",0*,$0
"01
15
21
32
46
01
POWER PLAY X03",5,1,"$66,000,000",0*,$0
"20
28
33
63
68
20
POWER PLAY X02",5,1,"$56,000,000",0*,$0
"15
39
58
63
67
07
POWER PLAY X02",5,1,"$42,000,000",0*,$0
"01
16
48
49
65
08
POWER PLAY X02",5,1,"$30,000,000",0*,$0
"05
37
40
64
66
05
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"01
02
07
52
61
04
POWER PLAY X03",5,1,"$33,200,000",1*,"$33,200,000"
"17
33
35
42
52
09
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"05
08
17
27
28
14
POWER PLAY X03",5,1,"$23,200,000",1*,"$23,200,000"
"40
53
60
68
69
22
POWER PLAY X03",5,1,"$731,100,000",1*,"$731,100,000"
"14
20
39
65
67
02
POWER PLAY X03",5,1,"$640,000,000",0*,$0
"04
19
23
25
49
14
POWER PLAY X02",5,1,"$550,000,000",0*,$0
"14
26
38
45
46
13
POWER PLAY X02",5,1,"$470,000,000",0*,$0
"01
20
22
60
66
03
POWER PLAY X03",5,1,"$410,000,000",0*,$0
"03
04
11
41
67
05
POWER PLAY X02",5,1,"$384,000,000",0*,$0
"18
37
44
50
64
11
POWER PLAY X03",5,1,"$246,000,000",0*,$0
"01
25
29
54
56
09",5,1,"$10,000,000",0*,$0
"26
32
38
45
56
01
POWER PLAY X02",5,1,"$215,000,000",0*,$0
"04
10
14
41
56
16",5,1,"$10,000,000",0*,$0
"17
41
47
60
61
17
POWER PLAY X03",5,1,"$201,000,000",0*,$0
"01
30
52
54
63
26",5,1,"$10,000,000",0*,$0
"17
37
46
54
67
08
POWER PLAY X03",5,1,"$186,000,000",0*,$0
"05
32
34
38
48
12",5,1,"$10,000,000",0*,$0
"12
15
24
34
59
14
POWER PLAY X02",5,1,"$170,000,000",0*,$0
"10
16
25
39
52
23",5,1,"$10,000,000",0*,$0
"07
37
55
65
67
12
POWER PLAY X05",5,1,"$158,000,000",0*,$0
"18
32
40
65
67
06",5,1,"$10,000,000",0*,$0
"33
56
64
66
68
12
POWER PLAY X02",5,1,"$149,000,000",0*,$0
"06
09
10
19
28
23",5,1,"$10,000,000",0*,$0
"36
51
59
66
68
25
POWER PLAY X10",5,1,"$134,000,000",0*,$0
"03
12
24
40
57
19",5,1,"$10,000,000",0*,$0
"16
31
50
55
61
09
POWER PLAY X04",5,1,"$124,000,000",0*,$0
"28
39
43
63
67
26",5,1,"$10,000,000",0*,$0
"09
23
47
49
68
19
POWER PLAY X02",5,1,"$116,000,000",0*,$0
"01
34
37
40
53
02",5,1,"$10,000,000",0*,$0
"06
28
44
59
61
21
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"16
25
26
37
48
16",5,1,"$10,000,000",0*,$0
"35
45
47
54
55
14
POWER PLAY X02",5,1,"$89,000,000",0*,$0
"15
50
51
53
68
21",5,1,"$10,000,000",0*,$0
"06
13
33
36
37
07
POWER PLAY X04",5,1,"$81,000,000",0*,$0
"04
10
23
43
64
03",5,1,"$10,000,000",0*,$0
"04
19
24
47
66
10
POWER PLAY X02",5,1,"$65,000,000",0*,$0
"16
34
41
47
55
23",5,1,"$10,000,000",0*,$0
"29
30
32
48
50
20
POWER PLAY X02",5,1,"$56,000,000",0*,$0
"01
05
19
47
55
03",5,1,"$10,000,000",0*,$0
"15
30
47
50
51
03
POWER PLAY X10",5,1,"$48,000,000",0*,$0
"01
35
39
41
54
17",5,1,"$10,000,000",0*,$0
"01
02
31
39
66
25
POWER PLAY X02",5,1,"$30,000,000",0*,$0
"17
20
54
60
69
22",5,1,"$10,000,000",0*,$0
"01
06
40
51
67
02
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"08
23
41
49
63
15",5,1,"$10,000,000",0*,$0
"07
28
62
63
64
10
POWER PLAY X03",5,1,"$92,900,000",1*,"$92,900,000"
"19
35
40
62
68
23",5,1,"$10,000,000",0*,$0
"28
34
51
53
56
11
POWER PLAY X02",5,1,"$76,000,000",0*,$0
"05
26
41
59
66
11",5,1,"$10,000,000",0*,$0
"19
35
53
54
67
21
POWER PLAY X02",5,1,"$59,000,000",0*,$0
"01
24
32
63
69
13",5,1,"$10,000,000",0*,$0
"16
20
44
57
58
06
POWER PLAY X04",5,1,"$47,000,000",0*,$0
"08
18
29
44
68
03",5,1,"$10,000,000",0*,$0
"07
14
24
30
56
07
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"04
15
31
52
62
16",5,1,"$10,000,000",0*,$0
"10
33
41
47
56
10
POWER PLAY X02",5,1,"$2,040,100,000",1*,"$2,040,100,000"
"01
21
27
29
40
18",5,1,"$10,000,000",0*,$0
"28
45
53
56
69
20
POWER PLAY X03",5,1,"$1,600,000,000",0*,$0
"04
23
27
31
56
15",5,1,"$10,000,000",0*,$0
"02
11
22
35
60
23
POWER PLAY X02",5,1,"$1,200,000,000",0*,$0
"20
34
37
57
67
26",5,1,"$10,000,000",0*,$0
"13
19
36
39
59
13
POWER PLAY X03",5,1,"$1,000,000,000",0*,$0
"09
14
52
57
62
24",5,1,"$10,000,000",0*,$0
"19
31
40
46
57
23
POWER PLAY X03",5,1,"$825,000,000",0*,$0
"09
13
31
35
37
01",5,1,"$10,000,000",0*,$0
"19
36
37
46
56
24
POWER PLAY X02",5,1,"$700,000,000",0*,$0
"05
36
38
39
54
19",5,1,"$10,000,000",0*,$0
"18
23
35
45
54
16
POWER PLAY X04",5,1,"$625,000,000",0*,$0
"12
48
51
63
67
26",5,1,"$10,000,000",0*,$0
"19
25
48
55
60
18
POWER PLAY X02",5,1,"$580,000,000",0*,$0
"09
21
30
49
51
03",5,1,"$10,000,000",0*,$0
"06
08
15
27
42
10
POWER PLAY X03",5,1,"$508,000,000",0*,$0
"04
24
32
55
59
13",5,1,"$10,000,000",0*,$0
"19
30
36
46
60
25
POWER PLAY X03",5,1,"$480,000,000",0*,$0
"29
35
36
40
52
18",5,1,"$10,000,000",0*,$0
"32
37
40
58
62
15
POWER PLAY X05",5,1,"$454,000,000",0*,$0
"06
19
32
48
50
01",5,1,"$10,000,000",0*,$0
"14
30
41
42
59
06
POWER PLAY X05",5,1,"$420,000,000",0*,$0
"04
22
36
39
64
14",5,1,"$10,000,000",0*,$0
"03
06
11
17
22
11
POWER PLAY X02",5,1,"$401,000,000",0*,$0
"04
24
35
52
62
10",5,1,"$10,000,000",0*,$0
"13
43
53
60
68
05
POWER PLAY X02",5,1,"$378,000,000",0*,$0
"03
33
46
63
68
17",5,1,"$10,000,000",0*,$0
"26
30
33
37
62
06
POWER PLAY X02",5,1,"$353,000,000",0*,$0
"17
23
24
36
61
16",5,1,"$10,000,000",0*,$0
"02
16
22
55
63
22
POWER PLAY X04",5,1,"$336,000,000",0*,$0
"04
05
50
66
67
15",5,1,"$10,000,000",0*,$0
"08
21
22
65
69
26
POWER PLAY X02",5,1,"$322,000,000",0*,$0
"01
24
43
53
63
18",5,1,"$10,000,000",0*,$0
"06
10
24
33
67
11
POWER PLAY X03",5,1,"$300,000,000",0*,$0
"14
24
34
56
60
08",5,1,"$10,000,000",0*,$0
"13
20
31
33
59
20
POWER PLAY X03",5,1,"$285,000,000",0*,$0
"07
15
39
54
59
11",5,1,"$10,000,000",0*,$0
"03
09
21
24
29
14
POWER PLAY X02",5,1,"$270,000,000",0*,$0
"15
30
38
46
66
25",5,1,"$10,000,000",0*,$0
"06
33
34
45
54
07
POWER PLAY X02",5,1,"$251,000,000",0*,$0
"18
28
39
47
49
16",5,1,"$10,000,000",0*,$0
"07
15
36
46
67
07
POWER PLAY X02",5,1,"$238,000,000",0*,$0
"07
11
23
27
38
04",5,1,"$10,000,000",0*,$0
"05
25
36
51
61
01
POWER PLAY X03",5,1,"$225,000,000",0*,$0
"09
23
37
41
55
01",5,1,"$10,000,000",0*,$0
"09
10
20
22
52
25
POWER PLAY X03",5,1,"$206,000,000",0*,$0
"15
16
17
23
29
05",5,1,"$10,000,000",0*,$0
"06
14
16
34
66
25
POWER PLAY X03",5,1,"$193,000,000",0*,$0
"01
16
19
48
60
11",5,1,"$10,000,000",0*,$0
"38
42
56
68
69
04
POWER PLAY X02",5,1,"$186,000,000",0*,$0
"25
30
34
55
56
26",5,1,"$10,000,000",0*,$0
"03
16
30
33
36
20
POWER PLAY X03",5,1,"$170,000,000",0*,$0
"04
26
28
29
42
10",5,1,"$10,000,000",0*,$0
